LONG,LAT,Cor_nT
322531.44,1019746.62,32996.162
322530.57,1019746.4,32995.6274
322529.55,1019745.83,32995.2793
322528.7,1019745.41,32995.7988
322527.76,1019745.51,32996.0192
322526.68,1019745.42,32995.9522
322525.84,1019745,32995.6979
322524.91,1019744.59,32995.3663
322523.92,1019744.17,32995.5332
322522.95,1019743.71,32995.6949
322521.82,1019743.32,32995.7873
322520.15,1019743.1,32994.6259
322519.74,1019743.12,32993.8051
322519.02,1019742.92,32993.2508
322518.09,1019742.67,32992.9104
322517.37,1019742.3,32991.9635
322516.99,1019742.07,32991.3863
322516.79,1019741.88,32990.9266
322515.98,1019742.73,32991.2884
322515.72,1019743.66,32991.9948
322515.02,1019744.08,32991.0954
322514.41,1019744.81,32990.9105
322513.91,1019745.54,32990.5625
322513.25,1019746.28,32990.7617
322512.94,1019746.83,32991.6687
322512.59,1019747.22,32990.8103
322511.92,1019746.96,32990.514
322506.52,1019745.1,32987.8715
322505.61,1019745.47,32987.7465
322504.73,1019746.04,32988.3223
322503.78,1019745.89,32973.9142
322503.02,1019745.86,32952.7962
322501.87,1019745.56,32976.2276
322501.31,1019745.87,32987.0926
322500.21,1019746.02,32987.9278
322500.3,1019746.16,32988.5829
322500.37,1019745.58,32987.2043
322500.33,1019746.05,32987.7815
322500.39,1019746.29,32989.4996
322500.48,1019746.15,32989.7408
322500.44,1019745.99,32989.5769
322500.32,1019745.85,32988.8708
322500.12,1019745.88,32988.8433
322499.77,1019745.29,32987.4655
322499.57,1019745.28,32986.824
322499.39,1019745.03,32987.4617
322499.69,1019745.06,32986.639
322499.46,1019745.37,32985.3924
322499.39,1019744.92,32579.7639
322499.39,1019745.03,31742.094
322499.53,1019745.08,32982.4226
322499.92,1019746.13,32984.3292
322499.85,1019746.92,32987.6256
322499.14,1019752.18,32998.8136
322499.18,1019752.01,32997.5703
322498.77,1019751.37,32997.4523
322498.77,1019751.46,32997.7702
322498.86,1019751.67,32997.4956
322498.97,1019751.46,32997.8649
322499.12,1019751.73,32996.0402
322501.25,1019761.58,33016.5082
322500.96,1019762.62,32984.5531
322499.98,1019763.86,33015.7369
322499.59,1019763.76,33018.9047
322498.99,1019764.13,33018.1814
322498.47,1019764.05,33017.6676
322498.13,1019763.57,33016.845
322497.33,1019763.14,32993.1045
322496.63,1019763.16,32982.5883
322496.12,1019764.18,33015.5523
322496.19,1019765.09,33016.067
322496.02,1019765.9,32991.045
322495.89,1019767.24,32982.5382
322495.41,1019768.26,33016.445
322494.68,1019768.57,33015.1045
322488.83,1019750.33,37629.8161
322488.8,1019749.55,60485.6283
322492.88,1019733.59,32973.126
322492.81,1019733.64,32973.2124
322492.42,1019733.6,32973.4018
322492.41,1019733.15,32952.728
322492.54,1019733.6,30714.3749
322492.79,1019733.41,32974.2941
322489.56,1019730.96,32937.2901
322489.01,1019730.99,32971.4889
322485.58,1019725.61,32971.647
322485.37,1019725.68,32971.3371
322485.09,1019725.04,32971.7149
322484.65,1019724.68,32972.3949
322484.05,1019724.22,32964.3976
322483.84,1019723.24,32938.6649
322482.19,1019721.87,32975.0117
322482.12,1019721.84,32974.6313
322482.15,1019721.84,32974.0367
322482.12,1019721.8,32974.3848
322481.76,1019721.15,32973.8651
322481.45,1019720.88,32945.6078
322480.96,1019720.34,32940.3026
322480.26,1019720.4,32943.2736
322479.55,1019719.94,32977.2663
322478.75,1019719.67,32979.0583
322478.37,1019719.84,32979.6719
322478.09,1019719.26,32979.9893
322477.48,1019719.35,32979.9959
322477.13,1019718.74,32980.7326
322476.28,1019718.69,32981.1812
322475.79,1019718.43,32981.2719
322475.54,1019718.83,32981.808
322474.86,1019718.17,32981.5819
322473.75,1019718.38,32983.6959
322473.25,1019717.97,32983.913
322472.34,1019717.98,32985.9501
322471.98,1019717.87,32986.3642
322471.02,1019717.5,32988.2715
322470.23,1019717.99,32989.0065
322468.99,1019717.74,32989.661
322468.36,1019717.75,32990.459
322467.74,1019718.37,32990.5953
322466.69,1019718.23,32991.02
322466.11,1019718.45,32990.5912
322465.66,1019718.96,32990.112
322464.81,1019718.66,32989.9948
322463.77,1019719.19,32989.3602
322463.23,1019719.61,32987.1293
322462.44,1019719.45,32986.2161
322461.32,1019719.55,32985.4866
322461.07,1019718.93,27855.1657
322460.47,1019718.67,32952.0353
322459.76,1019718.55,32952.0427
322457.82,1019714.7,32986.6273
322456.85,1019714.39,32986.6989
322456.13,1019714.5,32986.2104
322455.12,1019714.19,32986.3687
322454.61,1019714.52,32985.9194
322453.92,1019714.33,32985.417
322453.09,1019714.08,32985.1067
322452.24,1019713.87,32985.424
322451.48,1019713.52,32985.5528
322450.81,1019713.21,32985.1198
322450.19,1019713.35,32985.6061
322449.29,1019713.57,32984.8218
322448.77,1019714.16,32982.8541
322448.03,1019714.27,32980.7892
322447.75,1019714.66,32979.2065
322447.58,1019714.56,32978.9497
322447.56,1019714.54,32978.4749
322446.95,1019714.28,32977.9098
322446.52,1019715.35,32977.5523
322446.46,1019715.19,32977.6186
322445.62,1019715.09,32976.8385
322444.9,1019715.18,32976.9544
322444.44,1019714.92,32978.4691
322443.98,1019715.31,32978.7305
322443.58,1019714.51,32979.7718
322438.44,1019716.03,32986.6647
322438.02,1019716.42,32986.2603
322437.3,1019716.93,32984.0658
322436.72,1019717.24,32981.8923
322436.68,1019717.47,32982.0975
322436.08,1019717.12,32982.0698
322435.2,1019717.65,32986.6387
322434.63,1019717.16,32993.1722
322433.76,1019717.66,32998.1034
322432.92,1019717.46,33003.476
322432.85,1019718.14,33005.5589
322433.09,1019718.31,33008.9262
322432.27,1019718.05,33010.2721
322432.2,1019718.47,33012.463
322432.16,1019718.42,33014.96
322432.28,1019718.43,33012.8813
322432.31,1019718.41,33012.9088
322432.26,1019718.39,33012.5609
322432.18,1019718.37,33013.9585
322431.27,1019717.98,33016.7109
322431.1,1019718.01,33018.7571
322430.44,1019717.77,33017.1345
322429.81,1019718.05,33027.805
322429.55,1019718.13,33032.0679
322429.32,1019718.45,33034.1404
322428.47,1019718.24,33040.3668
322427.89,1019718.45,33046.2351
322426.87,1019718.64,33054.1349
322426.02,1019718.37,33055.915
322424.96,1019718.53,33058.2229
322424.93,1019718.14,33051.9608
322424.16,1019717.83,33053.469
322423.79,1019717.32,33045.6816
322423.23,1019717.46,33043.8456
322422.93,1019716.89,33039.5577
322422.38,1019717.14,33040.2172
322421.7,1019717.2,33029.4193
322421.4,1019717.74,33026.4289
322421.16,1019717.83,33018.9594
322420.88,1019717.85,33013.7451
322421.02,1019718.07,33014.1048
322421.07,1019718.05,33014.3073
322421.1,1019718.04,33014.4127
322421.1,1019718.08,33014.7257
322418.64,1019767.73,30648.2969
322418.64,1019767.74,30648.5504
322418.65,1019767.74,30648.8944
322418.67,1019767.75,30648.8919
322418.91,1019768.28,30649.0924
322419.32,1019769,30648.9238
322420.05,1019769.61,30648.5191
322420.92,1019770.17,30648.7773
322421.7,1019770.81,30649.1913
322422.57,1019771.03,30648.6387
322423.46,1019770.95,30648.6938
322424.19,1019771.18,30649.3379
322424.89,1019771.26,30649.0951
322425.8,1019771.22,30648.8763
322426.92,1019771.28,30649.5483
322427.5,1019771.41,30649.4736
322428.47,1019771.12,30649.1348
322434.25,1019771.09,26859.9973
322435.27,1019771.18,26861.0065
322436.15,1019771.35,26859.5144
322436.98,1019771.46,26859.9163
322438.09,1019771.27,26859.9835
322438.96,1019771.22,26990.43
322440.14,1019771.28,28754.6088
322441.22,1019771.44,32928.7532
322442.35,1019771.43,33018.2657
322443.42,1019771.13,33018.5496
322444.27,1019770.71,33017.991
322445.38,1019770.57,33016.4001
322446.32,1019770.4,33015.1545
322447.14,1019769.97,33014.2183
322448.1,1019769.61,33011.8946
322448.91,1019769.57,33010.2762
322449.97,1019769.5,33010.058
322450.83,1019769.5,33010.0453
322451.73,1019769.46,33009.5695
322452.64,1019769.48,33008.5374
322453.45,1019769.24,33007.94
322454.11,1019769.12,33007.7401
322454.71,1019769.28,33008.3021
322455.26,1019768.81,33007.9828
322456.09,1019768.55,33006.6235
322456.77,1019768.59,33005.7725
322457.55,1019768.59,33008.6128
322458.23,1019768.78,33010.0112
322458.64,1019768.43,33008.9476
322458.85,1019768.77,33009.6802
322459.33,1019768.6,33012.2054
322459.79,1019769.05,33012.0115
322460,1019769.07,33014.8169
322459.96,1019768.74,33014.0106
322459.95,1019768.72,33013.1935
322459.99,1019768.81,33013.6489
322460.08,1019768.79,33013.7246
322460.23,1019768.93,33013.4058
322460.7,1019769.32,33015.7405
322461.29,1019769.37,33016.2191
322462.12,1019769.5,33017.0165
322463.08,1019769.61,33017.938
322463.88,1019769.65,33018.0934
322464.69,1019769.8,33019.1987
322465.36,1019769.64,33020.0815
322466.34,1019769.75,33020.8056
322467.12,1019769.95,33021.2396
322467.88,1019770.04,33021.669
322468.25,1019769.96,33021.7304
322468.87,1019770.02,33021.9483
322469.64,1019769.81,33022.4316
322470.26,1019769.43,33022.5211
322470.82,1019769.49,33021.4593
322471.39,1019769.22,33021.3924
322471.78,1019769.39,33021.2868
322471.87,1019769.17,33020.8009
322471.99,1019769.04,33020.1182
322471.94,1019769.09,33020.1611
322471.88,1019769.09,33020.4516
322471.88,1019769.09,33020.7236
322471.83,1019769.07,33020.3267
322471.85,1019769.07,33020.3491
322472.08,1019769.33,33020.2597
322472.75,1019769.35,33017.3651
322473.04,1019768.88,33016.7025
322473.55,1019768.56,33016.373
322474.18,1019768.75,33016.6775
322475.02,1019769.03,33017.2947
322475.77,1019769.7,33017.8166
322475.97,1019770.26,33018.1538
322475.98,1019770.21,33019.0979
322475.89,1019770.08,33018.907
322476,1019770.31,33018.7172
322476.29,1019771.12,33018.9358
322476.76,1019771.54,33019.0119
322477.58,1019772.12,33018.4683
322478,1019772.98,33018.226
322478.39,1019773.22,33017.9319
322478.4,1019773.81,33018.4405
322478.31,1019773.5,33018.2242
322478.3,1019773.43,33017.9468
322478.26,1019773.59,33018.0958
322478.21,1019773.65,33018.2135
322478.33,1019773.71,33018.4413
322478.97,1019773.22,33017.9548
322479.61,1019773.46,33017.153
322479.99,1019773.26,33015.9164
322480.5,1019773.01,33016.179
322480.99,1019773.01,33015.3157
322481.76,1019772.75,33016.0736
322482.17,1019772.97,33015.1997
322482.92,1019773.12,33016.6364
322484.09,1019773.14,33015.1401
322484.43,1019772.74,33012.966
322484.98,1019772.31,33012.6509
322485.9,1019772.45,33014.2648
322486.6,1019772.41,33012.4215
322487.09,1019772.35,33012.1949
322487.92,1019772.71,33012.1483
322489.1,1019772.9,33012.2653
322489.08,1019774.16,33014.3994
322489.26,1019775.3,33016.366
322489.89,1019775.88,33017.1312
322490.48,1019776.06,33017.3791
322491.36,1019776.43,33018.4267
322492.56,1019776.58,33018.8283
322493.55,1019776.62,33018.796
322494.86,1019776.54,33019.6674
322495.89,1019776.36,33020.3294
322496.86,1019775.98,33020.4786
322497.81,1019775.34,33020.2451
322498.38,1019774.35,26591.7529
322499.11,1019773.22,26865.7781
322499.4,1019772.05,28494.1775
322499.92,1019771.4,28760.6155
322500.88,1019770.93,28761.0438
322501.86,1019770.76,28761.2335
322502.87,1019770.51,28761.3221
322503.46,1019770.19,28761.2643
322504.39,1019770.21,28761.3714
322505.55,1019769.93,28761.3422
322506.6,1019769.34,28761.2256
322507.75,1019769.02,28760.7959
322508.65,1019768.58,28760.8474
322509.54,1019767.88,29112.7947
322510.36,1019767.18,33030.0716
322511.3,1019766.83,33030.0881
322512.2,1019766.26,33028.8646
322513.04,1019765.87,33027.666
322514.12,1019765.43,33026.2345
322515.19,1019765.04,33025.0476
322516.31,1019764.95,33023.6384
322517.4,1019765.21,33022.8744
322518.72,1019765.45,33022.627
322520,1019765.4,33021.9592
322521.16,1019765.29,33022.0923
322522.54,1019765.44,33022.4486
322523.59,1019765.94,33022.6999
322524.79,1019766.37,33022.8957
322526.12,1019766.9,33023.3659
322527.18,1019767.13,33024.079
322528.19,1019767.46,33025.1251
322529.29,1019767.88,33026.3367
322530.42,1019768.36,33027.1441
322531.52,1019768.98,33028.3661
322532.33,1019769.46,33029.3847
322533.57,1019769.62,33029.805
322534.39,1019769.86,33030.3202
322535.41,1019769.98,33030.2391
322536.64,1019770.23,33031.5941
322537.71,1019770.39,33032.9704
322538.96,1019770.8,33033.6192
322540.11,1019771.12,33033.8833
322541.33,1019771.44,33033.8935
322542.5,1019771.64,33033.5072
322543.6,1019771.78,33032.6261
322544.75,1019772.22,33032.1538
322545.79,1019772.7,33032.1345
322546.94,1019773.24,33032.1414
322547.97,1019773.6,33032.3053
322548.97,1019773.78,33032.0022
322550.02,1019773.9,33031.8204
322551.17,1019774.17,33032.279
322552.17,1019774.75,33033.0802
322553.25,1019775.18,33033.4637
322554.5,1019775.77,33032.2925
322555.62,1019776.14,33030.1989
322556.87,1019776.52,33028.0842
322558.09,1019776.89,33025.9298
322559.24,1019777.55,33023.3964
322560.29,1019778.38,33021.9074
322561.19,1019778.99,33024.2999
322562.19,1019779.39,33026.9102
322563.44,1019779.57,33030.2162
322564.64,1019779.53,33032.7536
322565.8,1019779.44,33034.0119
322566.58,1019779.51,33034.1453
322567.16,1019779.18,33034.2095
322567.41,1019779.21,33034.2251
322567.51,1019779.26,33034.3067
322567.41,1019779.37,33034.3528
322567.81,1019779.03,33034.574
322568.71,1019779,33035.0354
322569.59,1019778.53,33034.5388
322570.59,1019778.12,33034.3488
322571.34,1019778.25,33034.6063
322572.23,1019778.29,33033.4184
322572.74,1019777.83,33031.9471
322573.34,1019777.27,33030.0531
322574.04,1019777.01,33028.7946
322574.86,1019776.4,33029.5178
322575.6,1019775.49,33027.7073
322576.2,1019775.33,33026.8104
322577.25,1019775.34,33026.6286
322578.39,1019775.04,33027.0954
322579.24,1019775.37,33026.8395
322580.24,1019775.37,33026.8279
322583.56,1019772.85,26867.209
322584.18,1019772.54,26866.6626
322585.25,1019772.54,26866.9024
322586.01,1019772.35,26866.9191
322586.71,1019771.83,26867.3253
322587.53,1019771.34,27084.901
322588.3,1019770.89,28763.0111
322588.85,1019770.76,28762.5332
322589.56,1019770.54,28762.6448
322589.85,1019770.69,28762.5067
322589.86,1019770.52,28762.517
322589.86,1019770.52,28762.754
322589.79,1019770.62,28763.0926
322589.76,1019770.67,28762.9604
322589.81,1019770.68,28763.3734
322589.92,1019770.74,28762.8071
322590.2,1019770.58,28762.8332
322591.06,1019770.67,28762.4879
322591.17,1019770.16,28762.7145
322591.9,1019769.58,28763.1673
322592.91,1019769.38,28763.2964
322593.21,1019768.72,28763.0881
322593.62,1019768.21,28762.8221
322593.79,1019768.04,28762.9164
322593.72,1019768.13,28762.7477
322593.81,1019768.05,28762.5068
322593.89,1019768.04,28762.9455
322593.9,1019768.11,28762.9687
322648.01,1019767.86,28653.6779
322648.02,1019767.85,28654.5918
322648.02,1019767.85,28654.2825
322648.03,1019767.87,28654.4515
322648.09,1019767.93,28654.2165
322648.18,1019768.04,30090.5914
322648.39,1019768.1,30546.8735
322649.15,1019767.9,30547.2907
322649.98,1019768.06,30546.7589
322650.32,1019767.67,25624.1645
322651.18,1019767.86,26760.891
322651.96,1019767.88,28603.4206
322652.44,1019768.24,28654.4612
322653.23,1019768.49,28654.7462
322653.94,1019768.49,32679.0824
322654.59,1019768.64,32997.2678
322655.47,1019768.87,32997.7348
322656.24,1019768.87,32998.0092
322657.34,1019769.02,32998.8711
322658.38,1019769.27,32999.1419
322659.42,1019769.62,32999.4197
322660.51,1019770.05,32999.8499
322661.56,1019770.44,32999.9108
322662.59,1019770.82,33000.5504
322663.5,1019771.33,33000.4544
322664.46,1019771.97,33000.1931
322665.58,1019772.46,33000.2394
322666.61,1019772.96,33000.046
322667.63,1019773.27,32999.1663
322668.63,1019773.84,32998.8698
322669.69,1019774.6,32999.2862
322670.72,1019775.28,33000.6472
322671.72,1019775.96,33003.3679
322672.74,1019776.54,33006.6695
322673.69,1019777.14,33010.0085
322674.87,1019777.78,33014.6847
322675.81,1019778.41,33019.9596
322676.85,1019778.82,33023.8335
322677.51,1019779.6,33027.9006
322678.09,1019780.52,33032.6761
322679.01,1019781.21,33036.0736
322679.84,1019781.82,33037.6297
322680.83,1019782.27,33037.6801
322681.98,1019782.36,33037.7905
322683.26,1019782.32,33038.0771
322684.41,1019782.2,33037.8718
322685.4,1019782.39,33038.6852
322687.08,1019782.49,33036.9374
322687.26,1019782.1,33037.4142
322688.02,1019781.84,33037.9051
322688.7,1019781.12,33037.2798
322689.47,1019780.55,33036.9721
322689.93,1019779.58,33036.7261
322690.74,1019778.76,33035.6281
322691.6,1019778.1,33034.6713
322692.51,1019777.16,33034.7427
322693.34,1019776.21,33035.1586
322694.26,1019775.82,33034.9095
322695.22,1019775.28,33035.1712
322696.34,1019774.5,33035.818
322697.29,1019773.64,33036.1723
322698.21,1019773.03,33036.0254
322699.26,1019772.03,33035.7135
322699.86,1019770.93,33035.5035
322700.91,1019770.31,33035.3671
322702.09,1019769.93,33035.7293
322703.39,1019769.39,33036.6481
322704.42,1019769.22,33037.608
322705.33,1019768.82,33038.1463
322706.55,1019768.46,33038.2369
322707.99,1019768.45,33038.5678
322709.06,1019768.09,33038.8627
322710.48,1019767.64,33038.7821
322711.7,1019767.57,33038.5129
322713.03,1019767.34,33038.2852
322714.37,1019767.02,33037.106
322715.5,1019766.56,33035.8991
322716.99,1019766.65,33035.5935
322718.13,1019766.94,33036.1695
322719.41,1019767.2,33037.0097
322720.69,1019766.96,33037.6917
322721.56,1019766.76,33037.5218
322722.45,1019766.27,33035.7422
322723.5,1019765.84,33034.8971
322724.73,1019765.54,33034.7448
322725.99,1019765.49,33034.896
322727.03,1019765.36,33035.4091
322728.29,1019765.29,33037.0598
322729.22,1019765.01,33038.5209
322730.35,1019765.46,33040.5808
322731.14,1019765.82,33042.8441
322732.24,1019765.86,33044.554
322733.18,1019765.69,33045.6476
322734.33,1019765.76,33047.2816
322734.88,1019766.65,33048.4739
322735.44,1019767.48,33049.1421
322736.4,1019767.86,33049.52
322737.42,1019767.73,33050.7964
322738.57,1019767.86,33052.0209
322739.61,1019767.49,33055.1694
322740.53,1019767.18,33059.3136
322741.48,1019767.07,33064.6228
322742.53,1019767.08,33073.1584
322743.69,1019766.97,33085.4807
322744.72,1019766.86,33102.8217
322745.57,1019766.99,33121.9258
322746.01,1019768.18,33118.2344
322746.31,1019769,33102.4081
322747.26,1019769.55,33094.6576
322747.46,1019769.98,33087.558
322747.5,1019770.1,33086.3767
322748.44,1019770.1,33087.0007
322748.95,1019770.6,33087.3188
322749.3,1019770.51,33084.9075
